timepoint	cohort	sample	peptide	count
t1	susceptible	S.5	lcl|c229351_g6_i1|m.14197	0
t1	susceptible	S.20	lcl|c229351_g6_i1|m.14197	0
t1	susceptible	S.25	lcl|c229351_g6_i1|m.14197	1
t1	susceptible	S.28	lcl|c229351_g6_i1|m.14197	0
t1	susceptible	S.55	lcl|c229351_g6_i1|m.14197	2
t1	susceptible	S.73	lcl|c229351_g6_i1|m.14197	0
t1	resilient	R.10	lcl|c237753_g2_i2|m.23709	0
t1	resilient	R.13	lcl|c237753_g2_i2|m.23709	4
t1	resilient	R.21	lcl|c237753_g2_i2|m.23709	4
t1	resilient	R.26	lcl|c237753_g2_i2|m.23709	0
t1	resilient	R.66	lcl|c237753_g2_i2|m.23709	0
t1	resilient	R.74	lcl|c237753_g2_i2|m.23709	0
t1	susceptible	S.5	lcl|c237753_g2_i2|m.23709	0
t1	susceptible	S.20	lcl|c237753_g2_i2|m.23709	1
t1	susceptible	S.25	lcl|c237753_g2_i2|m.23709	0
t1	susceptible	S.28	lcl|c237753_g2_i2|m.23709	1
t1	susceptible	S.55	lcl|c237753_g2_i2|m.23709	0
t1	susceptible	S.73	lcl|c237753_g2_i2|m.23709	0
t1	resilient	R.10	lcl|c228309_g1_i6|m.13221	4
t1	resilient	R.13	lcl|c228309_g1_i6|m.13221	0
t1	resilient	R.21	lcl|c228309_g1_i6|m.13221	8
t1	resilient	R.26	lcl|c228309_g1_i6|m.13221	4
t1	resilient	R.66	lcl|c228309_g1_i6|m.13221	4
t1	resilient	R.74	lcl|c228309_g1_i6|m.13221	4
t1	susceptible	S.5	lcl|c228309_g1_i6|m.13221	3
t1	susceptible	S.20	lcl|c228309_g1_i6|m.13221	1
t1	susceptible	S.25	lcl|c228309_g1_i6|m.13221	2
t1	susceptible	S.28	lcl|c228309_g1_i6|m.13221	2
t1	susceptible	S.55	lcl|c228309_g1_i6|m.13221	3
t1	susceptible	S.73	lcl|c228309_g1_i6|m.13221	2
t1	resilient	R.10	lcl|c234277_g5_i1|m.19677	3
t1	resilient	R.13	lcl|c234277_g5_i1|m.19677	3
t1	resilient	R.21	lcl|c234277_g5_i1|m.19677	5
t1	resilient	R.26	lcl|c234277_g5_i1|m.19677	6
t1	resilient	R.66	lcl|c234277_g5_i1|m.19677	3
t1	resilient	R.74	lcl|c234277_g5_i1|m.19677	1
t1	susceptible	S.5	lcl|c234277_g5_i1|m.19677	0
t1	susceptible	S.20	lcl|c234277_g5_i1|m.19677	1
t1	susceptible	S.25	lcl|c234277_g5_i1|m.19677	4
t1	susceptible	S.28	lcl|c234277_g5_i1|m.19677	3
t1	susceptible	S.55	lcl|c234277_g5_i1|m.19677	1
t1	susceptible	S.73	lcl|c234277_g5_i1|m.19677	0
t1	resilient	R.10	lcl|c231559_g1_i5|m.16408	6
t1	resilient	R.13	lcl|c231559_g1_i5|m.16408	10
t1	resilient	R.21	lcl|c231559_g1_i5|m.16408	2
t1	resilient	R.26	lcl|c231559_g1_i5|m.16408	7
t1	resilient	R.66	lcl|c231559_g1_i5|m.16408	5
t1	resilient	R.74	lcl|c231559_g1_i5|m.16408	0
t1	susceptible	S.5	lcl|c231559_g1_i5|m.16408	0
t1	susceptible	S.20	lcl|c231559_g1_i5|m.16408	5
t1	susceptible	S.25	lcl|c231559_g1_i5|m.16408	0
t1	susceptible	S.28	lcl|c231559_g1_i5|m.16408	3
t1	susceptible	S.55	lcl|c231559_g1_i5|m.16408	2
t1	susceptible	S.73	lcl|c231559_g1_i5|m.16408	4
t1	resilient	R.10	lcl|c229073_g2_i1|m.13946	20
t1	resilient	R.13	lcl|c229073_g2_i1|m.13946	5
t1	resilient	R.21	lcl|c229073_g2_i1|m.13946	5
t1	resilient	R.26	lcl|c229073_g2_i1|m.13946	6
t1	resilient	R.66	lcl|c229073_g2_i1|m.13946	7
t1	resilient	R.74	lcl|c229073_g2_i1|m.13946	28
t1	susceptible	S.5	lcl|c229073_g2_i1|m.13946	3
t1	susceptible	S.20	lcl|c229073_g2_i1|m.13946	4
t1	susceptible	S.25	lcl|c229073_g2_i1|m.13946	0
t1	susceptible	S.28	lcl|c229073_g2_i1|m.13946	3
t1	susceptible	S.55	lcl|c229073_g2_i1|m.13946	7
t1	susceptible	S.73	lcl|c229073_g2_i1|m.13946	18
t1	resilient	R.10	lcl|c214584_g4_i1|m.3540	4
t1	resilient	R.13	lcl|c214584_g4_i1|m.3540	0
t1	resilient	R.21	lcl|c214584_g4_i1|m.3540	0
t1	resilient	R.26	lcl|c214584_g4_i1|m.3540	3
t1	resilient	R.66	lcl|c214584_g4_i1|m.3540	0
t1	resilient	R.74	lcl|c214584_g4_i1|m.3540	0
t1	susceptible	S.5	lcl|c214584_g4_i1|m.3540	0
t1	susceptible	S.20	lcl|c214584_g4_i1|m.3540	0
t1	susceptible	S.25	lcl|c214584_g4_i1|m.3540	0
t1	susceptible	S.28	lcl|c214584_g4_i1|m.3540	0
t1	susceptible	S.55	lcl|c214584_g4_i1|m.3540	0
t1	susceptible	S.73	lcl|c214584_g4_i1|m.3540	0
t1	resilient	R.10	lcl|c220475_g1_i1|m.6962	13
t1	resilient	R.13	lcl|c220475_g1_i1|m.6962	9
t1	resilient	R.21	lcl|c220475_g1_i1|m.6962	3
t1	resilient	R.26	lcl|c220475_g1_i1|m.6962	5
t1	resilient	R.66	lcl|c220475_g1_i1|m.6962	12
t1	resilient	R.74	lcl|c220475_g1_i1|m.6962	12
t1	susceptible	S.5	lcl|c220475_g1_i1|m.6962	3
t1	susceptible	S.20	lcl|c220475_g1_i1|m.6962	1
t1	susceptible	S.25	lcl|c220475_g1_i1|m.6962	4
t1	susceptible	S.28	lcl|c220475_g1_i1|m.6962	7
t1	susceptible	S.55	lcl|c220475_g1_i1|m.6962	5
t1	susceptible	S.73	lcl|c220475_g1_i1|m.6962	8
t1	resilient	R.10	lcl|c223710_g5_i3|m.9324	3
t1	resilient	R.13	lcl|c223710_g5_i3|m.9324	4
t1	resilient	R.21	lcl|c223710_g5_i3|m.9324	1
t1	resilient	R.26	lcl|c223710_g5_i3|m.9324	2
t1	resilient	R.66	lcl|c223710_g5_i3|m.9324	2
t1	resilient	R.74	lcl|c223710_g5_i3|m.9324	3
t1	susceptible	S.5	lcl|c223710_g5_i3|m.9324	0
t1	susceptible	S.20	lcl|c223710_g5_i3|m.9324	0
t1	susceptible	S.25	lcl|c223710_g5_i3|m.9324	1
t1	susceptible	S.28	lcl|c223710_g5_i3|m.9324	0
t1	susceptible	S.55	lcl|c223710_g5_i3|m.9324	2
t1	susceptible	S.73	lcl|c223710_g5_i3|m.9324	2
t1	resilient	R.10	lcl|c203735_g1_i1|m.1335	1
t1	resilient	R.13	lcl|c203735_g1_i1|m.1335	2
t1	resilient	R.21	lcl|c203735_g1_i1|m.1335	1
t1	resilient	R.26	lcl|c203735_g1_i1|m.1335	3
t1	resilient	R.66	lcl|c203735_g1_i1|m.1335	1
t1	resilient	R.74	lcl|c203735_g1_i1|m.1335	3
t1	susceptible	S.5	lcl|c203735_g1_i1|m.1335	0
t1	susceptible	S.20	lcl|c203735_g1_i1|m.1335	1
t1	susceptible	S.25	lcl|c203735_g1_i1|m.1335	1
t1	susceptible	S.28	lcl|c203735_g1_i1|m.1335	0
t1	susceptible	S.55	lcl|c203735_g1_i1|m.1335	0
t1	susceptible	S.73	lcl|c203735_g1_i1|m.1335	0
t1	resilient	R.10	lcl|c233181_g4_i3|m.18256	22
t1	resilient	R.13	lcl|c233181_g4_i3|m.18256	3
t1	resilient	R.21	lcl|c233181_g4_i3|m.18256	4
t1	resilient	R.26	lcl|c233181_g4_i3|m.18256	3
t1	resilient	R.66	lcl|c233181_g4_i3|m.18256	3
t1	resilient	R.74	lcl|c233181_g4_i3|m.18256	4
t1	susceptible	S.5	lcl|c233181_g4_i3|m.18256	0
t1	susceptible	S.20	lcl|c233181_g4_i3|m.18256	0
t1	susceptible	S.25	lcl|c233181_g4_i3|m.18256	4
t1	susceptible	S.28	lcl|c233181_g4_i3|m.18256	11
t1	susceptible	S.55	lcl|c233181_g4_i3|m.18256	2
t1	susceptible	S.73	lcl|c233181_g4_i3|m.18256	2
t1	resilient	R.10	lcl|c184118_g1_i1|m.691	2
t1	resilient	R.13	lcl|c184118_g1_i1|m.691	0
t1	resilient	R.21	lcl|c184118_g1_i1|m.691	0
t1	resilient	R.26	lcl|c184118_g1_i1|m.691	0
t1	resilient	R.66	lcl|c184118_g1_i1|m.691	0
t1	resilient	R.74	lcl|c184118_g1_i1|m.691	5
t1	susceptible	S.5	lcl|c184118_g1_i1|m.691	0
t1	susceptible	S.20	lcl|c184118_g1_i1|m.691	0
t1	susceptible	S.25	lcl|c184118_g1_i1|m.691	0
t1	susceptible	S.28	lcl|c184118_g1_i1|m.691	0
t1	susceptible	S.55	lcl|c184118_g1_i1|m.691	1
t1	susceptible	S.73	lcl|c184118_g1_i1|m.691	1
t1	resilient	R.10	lcl|c230178_g1_i1|m.15027	0
t1	resilient	R.13	lcl|c230178_g1_i1|m.15027	0
t1	resilient	R.21	lcl|c230178_g1_i1|m.15027	0
t1	resilient	R.26	lcl|c230178_g1_i1|m.15027	0
t1	resilient	R.66	lcl|c230178_g1_i1|m.15027	0
t1	resilient	R.74	lcl|c230178_g1_i1|m.15027	6
t1	susceptible	S.5	lcl|c230178_g1_i1|m.15027	0
t1	susceptible	S.20	lcl|c230178_g1_i1|m.15027	0
t1	susceptible	S.25	lcl|c230178_g1_i1|m.15027	0
t1	susceptible	S.28	lcl|c230178_g1_i1|m.15027	0
t1	susceptible	S.55	lcl|c230178_g1_i1|m.15027	0
t1	susceptible	S.73	lcl|c230178_g1_i1|m.15027	0
t1	resilient	R.10	lcl|c228868_g10_i1|m.13735	0
t1	resilient	R.13	lcl|c228868_g10_i1|m.13735	0
t1	resilient	R.21	lcl|c228868_g10_i1|m.13735	3
t1	resilient	R.26	lcl|c228868_g10_i1|m.13735	0
t1	resilient	R.66	lcl|c228868_g10_i1|m.13735	2
t1	resilient	R.74	lcl|c228868_g10_i1|m.13735	5
t1	susceptible	S.5	lcl|c228868_g10_i1|m.13735	0
t1	susceptible	S.20	lcl|c228868_g10_i1|m.13735	0
t1	susceptible	S.25	lcl|c228868_g10_i1|m.13735	0
t1	susceptible	S.28	lcl|c228868_g10_i1|m.13735	0
t1	susceptible	S.55	lcl|c228868_g10_i1|m.13735	2
t1	susceptible	S.73	lcl|c228868_g10_i1|m.13735	0
t1	resilient	R.10	lcl|c211551_g6_i4|m.2453	0
t1	resilient	R.13	lcl|c211551_g6_i4|m.2453	0
t1	resilient	R.21	lcl|c211551_g6_i4|m.2453	6
t1	resilient	R.26	lcl|c211551_g6_i4|m.2453	0
t1	resilient	R.66	lcl|c211551_g6_i4|m.2453	0
t1	resilient	R.74	lcl|c211551_g6_i4|m.2453	0
t1	susceptible	S.5	lcl|c211551_g6_i4|m.2453	0
t1	susceptible	S.20	lcl|c211551_g6_i4|m.2453	1
t1	susceptible	S.25	lcl|c211551_g6_i4|m.2453	0
t1	susceptible	S.28	lcl|c211551_g6_i4|m.2453	0
t1	susceptible	S.55	lcl|c211551_g6_i4|m.2453	0
t1	susceptible	S.73	lcl|c211551_g6_i4|m.2453	0
t1	resilient	R.10	lcl|c233873_g4_i1|m.19119	4
t1	resilient	R.13	lcl|c233873_g4_i1|m.19119	3
t1	resilient	R.21	lcl|c233873_g4_i1|m.19119	7
t1	resilient	R.26	lcl|c233873_g4_i1|m.19119	5
t1	resilient	R.66	lcl|c233873_g4_i1|m.19119	4
t1	resilient	R.74	lcl|c233873_g4_i1|m.19119	11
t1	susceptible	S.5	lcl|c233873_g4_i1|m.19119	0
t1	susceptible	S.20	lcl|c233873_g4_i1|m.19119	2
t1	susceptible	S.25	lcl|c233873_g4_i1|m.19119	1
t1	susceptible	S.28	lcl|c233873_g4_i1|m.19119	2
t1	susceptible	S.55	lcl|c233873_g4_i1|m.19119	7
t1	susceptible	S.73	lcl|c233873_g4_i1|m.19119	5
t1	resilient	R.10	lcl|c236195_g2_i4|m.21823	1
t1	resilient	R.13	lcl|c236195_g2_i4|m.21823	2
t1	resilient	R.21	lcl|c236195_g2_i4|m.21823	1
t1	resilient	R.26	lcl|c236195_g2_i4|m.21823	0
t1	resilient	R.66	lcl|c236195_g2_i4|m.21823	0
t1	resilient	R.74	lcl|c236195_g2_i4|m.21823	5
t1	susceptible	S.5	lcl|c236195_g2_i4|m.21823	1
t1	susceptible	S.20	lcl|c236195_g2_i4|m.21823	0
t1	susceptible	S.25	lcl|c236195_g2_i4|m.21823	1
t1	susceptible	S.28	lcl|c236195_g2_i4|m.21823	0
t1	susceptible	S.55	lcl|c236195_g2_i4|m.21823	0
t1	susceptible	S.73	lcl|c236195_g2_i4|m.21823	0
t1	resilient	R.10	lcl|c238372_g5_i2|m.24429	2
t1	resilient	R.13	lcl|c238372_g5_i2|m.24429	1
t1	resilient	R.21	lcl|c238372_g5_i2|m.24429	4
t1	resilient	R.26	lcl|c238372_g5_i2|m.24429	3
t1	resilient	R.66	lcl|c238372_g5_i2|m.24429	3
t1	resilient	R.74	lcl|c238372_g5_i2|m.24429	3
t1	susceptible	S.5	lcl|c238372_g5_i2|m.24429	1
t1	susceptible	S.20	lcl|c238372_g5_i2|m.24429	1
t1	susceptible	S.25	lcl|c238372_g5_i2|m.24429	0
t1	susceptible	S.28	lcl|c238372_g5_i2|m.24429	3
t1	susceptible	S.55	lcl|c238372_g5_i2|m.24429	1
t1	susceptible	S.73	lcl|c238372_g5_i2|m.24429	2
t1	resilient	R.10	lcl|c239662_g2_i17|m.26115	11
t1	resilient	R.13	lcl|c239662_g2_i17|m.26115	11
t1	resilient	R.21	lcl|c239662_g2_i17|m.26115	2
t1	resilient	R.26	lcl|c239662_g2_i17|m.26115	6
t1	resilient	R.66	lcl|c239662_g2_i17|m.26115	5
t1	resilient	R.74	lcl|c239662_g2_i17|m.26115	4
t1	susceptible	S.5	lcl|c239662_g2_i17|m.26115	6
t1	susceptible	S.20	lcl|c239662_g2_i17|m.26115	7
t1	susceptible	S.25	lcl|c239662_g2_i17|m.26115	2
t1	susceptible	S.28	lcl|c239662_g2_i17|m.26115	4
t1	susceptible	S.55	lcl|c239662_g2_i17|m.26115	1
t1	susceptible	S.73	lcl|c239662_g2_i17|m.26115	1
t1	resilient	R.10	lcl|c233922_g1_i2|m.19174	4
t1	resilient	R.13	lcl|c233922_g1_i2|m.19174	7
t1	resilient	R.21	lcl|c233922_g1_i2|m.19174	4
t1	resilient	R.26	lcl|c233922_g1_i2|m.19174	3
t1	resilient	R.66	lcl|c233922_g1_i2|m.19174	6
t1	resilient	R.74	lcl|c233922_g1_i2|m.19174	3
t1	susceptible	S.5	lcl|c233922_g1_i2|m.19174	2
t1	susceptible	S.20	lcl|c233922_g1_i2|m.19174	2
t1	susceptible	S.25	lcl|c233922_g1_i2|m.19174	2
t1	susceptible	S.28	lcl|c233922_g1_i2|m.19174	4
t1	susceptible	S.55	lcl|c233922_g1_i2|m.19174	2
t1	susceptible	S.73	lcl|c233922_g1_i2|m.19174	3
t1	resilient	R.10	lcl|c233030_g2_i3|m.18059	3
t1	resilient	R.13	lcl|c233030_g2_i3|m.18059	7
t1	resilient	R.21	lcl|c233030_g2_i3|m.18059	9
t1	resilient	R.26	lcl|c233030_g2_i3|m.18059	6
t1	resilient	R.66	lcl|c233030_g2_i3|m.18059	2
t1	resilient	R.74	lcl|c233030_g2_i3|m.18059	6
t1	susceptible	S.5	lcl|c233030_g2_i3|m.18059	1
t1	susceptible	S.20	lcl|c233030_g2_i3|m.18059	2
t1	susceptible	S.25	lcl|c233030_g2_i3|m.18059	3
t1	susceptible	S.28	lcl|c233030_g2_i3|m.18059	2
t1	susceptible	S.55	lcl|c233030_g2_i3|m.18059	5
t1	susceptible	S.73	lcl|c233030_g2_i3|m.18059	5
t1	resilient	R.10	lcl|c216500_g6_i5|m.4616	4
t1	resilient	R.13	lcl|c216500_g6_i5|m.4616	5
t1	resilient	R.21	lcl|c216500_g6_i5|m.4616	1
t1	resilient	R.26	lcl|c216500_g6_i5|m.4616	3
t1	resilient	R.66	lcl|c216500_g6_i5|m.4616	6
t1	resilient	R.74	lcl|c216500_g6_i5|m.4616	4
t1	susceptible	S.5	lcl|c216500_g6_i5|m.4616	3
t1	susceptible	S.20	lcl|c216500_g6_i5|m.4616	3
t1	susceptible	S.25	lcl|c216500_g6_i5|m.4616	1
t1	susceptible	S.28	lcl|c216500_g6_i5|m.4616	3
t1	susceptible	S.55	lcl|c216500_g6_i5|m.4616	2
t1	susceptible	S.73	lcl|c216500_g6_i5|m.4616	1
t1	resilient	R.10	lcl|c221114_g2_i1|m.7405	3
t1	resilient	R.13	lcl|c221114_g2_i1|m.7405	3
t1	resilient	R.21	lcl|c221114_g2_i1|m.7405	1
t1	resilient	R.26	lcl|c221114_g2_i1|m.7405	3
t1	resilient	R.66	lcl|c221114_g2_i1|m.7405	0
t1	resilient	R.74	lcl|c221114_g2_i1|m.7405	3
t1	susceptible	S.5	lcl|c221114_g2_i1|m.7405	1
t1	susceptible	S.20	lcl|c221114_g2_i1|m.7405	1
t1	susceptible	S.25	lcl|c221114_g2_i1|m.7405	2
t1	susceptible	S.28	lcl|c221114_g2_i1|m.7405	0
t1	susceptible	S.55	lcl|c221114_g2_i1|m.7405	2
t1	susceptible	S.73	lcl|c221114_g2_i1|m.7405	1
t1	resilient	R.10	lcl|c207254_g1_i2|m.1628	2
t1	resilient	R.13	lcl|c207254_g1_i2|m.1628	2
t1	resilient	R.21	lcl|c207254_g1_i2|m.1628	5
t1	resilient	R.26	lcl|c207254_g1_i2|m.1628	3
t1	resilient	R.66	lcl|c207254_g1_i2|m.1628	1
t1	resilient	R.74	lcl|c207254_g1_i2|m.1628	1
t1	susceptible	S.5	lcl|c207254_g1_i2|m.1628	1
t1	susceptible	S.20	lcl|c207254_g1_i2|m.1628	1
t1	susceptible	S.25	lcl|c207254_g1_i2|m.1628	1
t1	susceptible	S.28	lcl|c207254_g1_i2|m.1628	2
t1	susceptible	S.55	lcl|c207254_g1_i2|m.1628	2
t1	susceptible	S.73	lcl|c207254_g1_i2|m.1628	1
t1	resilient	R.10	lcl|c223433_g6_i1|m.9115	4
t1	resilient	R.13	lcl|c223433_g6_i1|m.9115	2
t1	resilient	R.21	lcl|c223433_g6_i1|m.9115	5
t1	resilient	R.26	lcl|c223433_g6_i1|m.9115	1
t1	resilient	R.66	lcl|c223433_g6_i1|m.9115	1
t1	resilient	R.74	lcl|c223433_g6_i1|m.9115	0
t1	susceptible	S.5	lcl|c223433_g6_i1|m.9115	2
t1	susceptible	S.20	lcl|c223433_g6_i1|m.9115	1
t1	susceptible	S.25	lcl|c223433_g6_i1|m.9115	0
t1	susceptible	S.28	lcl|c223433_g6_i1|m.9115	2
t1	susceptible	S.55	lcl|c223433_g6_i1|m.9115	1
t1	susceptible	S.73	lcl|c223433_g6_i1|m.9115	0
t1	resilient	R.10	lcl|c233215_g1_i5|m.18281	3
t1	resilient	R.13	lcl|c233215_g1_i5|m.18281	3
t1	resilient	R.21	lcl|c233215_g1_i5|m.18281	2
t1	resilient	R.26	lcl|c233215_g1_i5|m.18281	1
t1	resilient	R.66	lcl|c233215_g1_i5|m.18281	0
t1	resilient	R.74	lcl|c233215_g1_i5|m.18281	4
t1	susceptible	S.5	lcl|c233215_g1_i5|m.18281	0
t1	susceptible	S.20	lcl|c233215_g1_i5|m.18281	1
t1	susceptible	S.25	lcl|c233215_g1_i5|m.18281	3
t1	susceptible	S.28	lcl|c233215_g1_i5|m.18281	0
t1	susceptible	S.55	lcl|c233215_g1_i5|m.18281	0
t1	susceptible	S.73	lcl|c233215_g1_i5|m.18281	1
t1	resilient	R.10	lcl|c230862_g3_i1|m.15714	0
t1	resilient	R.13	lcl|c230862_g3_i1|m.15714	2
t1	resilient	R.21	lcl|c230862_g3_i1|m.15714	3
t1	resilient	R.26	lcl|c230862_g3_i1|m.15714	1
t1	resilient	R.66	lcl|c230862_g3_i1|m.15714	2
t1	resilient	R.74	lcl|c230862_g3_i1|m.15714	0
t1	susceptible	S.5	lcl|c230862_g3_i1|m.15714	0
t1	susceptible	S.20	lcl|c230862_g3_i1|m.15714	0
t1	susceptible	S.25	lcl|c230862_g3_i1|m.15714	1
t1	susceptible	S.28	lcl|c230862_g3_i1|m.15714	1
t1	susceptible	S.55	lcl|c230862_g3_i1|m.15714	0
t1	susceptible	S.73	lcl|c230862_g3_i1|m.15714	1
t1	resilient	R.10	lcl|c232137_g2_i1|m.17041	2
t1	resilient	R.13	lcl|c232137_g2_i1|m.17041	3
t1	resilient	R.21	lcl|c232137_g2_i1|m.17041	20
t1	resilient	R.26	lcl|c232137_g2_i1|m.17041	4
t1	resilient	R.66	lcl|c232137_g2_i1|m.17041	1
t1	resilient	R.74	lcl|c232137_g2_i1|m.17041	9
t1	susceptible	S.5	lcl|c232137_g2_i1|m.17041	5
t1	susceptible	S.20	lcl|c232137_g2_i1|m.17041	1
t1	susceptible	S.25	lcl|c232137_g2_i1|m.17041	1
t1	susceptible	S.28	lcl|c232137_g2_i1|m.17041	3
t1	susceptible	S.55	lcl|c232137_g2_i1|m.17041	10
t1	susceptible	S.73	lcl|c232137_g2_i1|m.17041	2
t1	resilient	R.10	lcl|c217534_g1_i2|m.5231	3
t1	resilient	R.13	lcl|c217534_g1_i2|m.5231	6
t1	resilient	R.21	lcl|c217534_g1_i2|m.5231	8
t1	resilient	R.26	lcl|c217534_g1_i2|m.5231	11
t1	resilient	R.66	lcl|c217534_g1_i2|m.5231	1
t1	resilient	R.74	lcl|c217534_g1_i2|m.5231	3
t1	susceptible	S.5	lcl|c217534_g1_i2|m.5231	2
t1	susceptible	S.20	lcl|c217534_g1_i2|m.5231	0
t1	susceptible	S.25	lcl|c217534_g1_i2|m.5231	0
t1	susceptible	S.28	lcl|c217534_g1_i2|m.5231	10
t1	susceptible	S.55	lcl|c217534_g1_i2|m.5231	2
t1	susceptible	S.73	lcl|c217534_g1_i2|m.5231	2
t1	resilient	R.10	lcl|c236878_g1_i2|m.22651	0
t1	resilient	R.13	lcl|c236878_g1_i2|m.22651	4
t1	resilient	R.21	lcl|c236878_g1_i2|m.22651	1
t1	resilient	R.26	lcl|c236878_g1_i2|m.22651	0
t1	resilient	R.66	lcl|c236878_g1_i2|m.22651	1
t1	resilient	R.74	lcl|c236878_g1_i2|m.22651	2
t1	susceptible	S.5	lcl|c236878_g1_i2|m.22651	0
t1	susceptible	S.20	lcl|c236878_g1_i2|m.22651	0
t1	susceptible	S.25	lcl|c236878_g1_i2|m.22651	0
t1	susceptible	S.28	lcl|c236878_g1_i2|m.22651	0
t1	susceptible	S.55	lcl|c236878_g1_i2|m.22651	1
t1	susceptible	S.73	lcl|c236878_g1_i2|m.22651	0
t1	resilient	R.10	lcl|c232834_g2_i9|m.17824	12
t1	resilient	R.13	lcl|c232834_g2_i9|m.17824	17
t1	resilient	R.21	lcl|c232834_g2_i9|m.17824	12
t1	resilient	R.26	lcl|c232834_g2_i9|m.17824	58
t1	resilient	R.66	lcl|c232834_g2_i9|m.17824	12
t1	resilient	R.74	lcl|c232834_g2_i9|m.17824	12
t1	susceptible	S.5	lcl|c232834_g2_i9|m.17824	12
t1	susceptible	S.20	lcl|c232834_g2_i9|m.17824	14
t1	susceptible	S.25	lcl|c232834_g2_i9|m.17824	8
t1	susceptible	S.28	lcl|c232834_g2_i9|m.17824	10
t1	susceptible	S.55	lcl|c232834_g2_i9|m.17824	13
t1	susceptible	S.73	lcl|c232834_g2_i9|m.17824	13
t1	resilient	R.10	lcl|c232983_g2_i2|m.17991	7
t1	resilient	R.13	lcl|c232983_g2_i2|m.17991	13
t1	resilient	R.21	lcl|c232983_g2_i2|m.17991	3
t1	resilient	R.26	lcl|c232983_g2_i2|m.17991	2
t1	resilient	R.66	lcl|c232983_g2_i2|m.17991	3
t1	resilient	R.74	lcl|c232983_g2_i2|m.17991	13
t1	susceptible	S.5	lcl|c232983_g2_i2|m.17991	3
t1	susceptible	S.20	lcl|c232983_g2_i2|m.17991	0
t1	susceptible	S.25	lcl|c232983_g2_i2|m.17991	7
t1	susceptible	S.28	lcl|c232983_g2_i2|m.17991	2
t1	susceptible	S.55	lcl|c232983_g2_i2|m.17991	4
t1	susceptible	S.73	lcl|c232983_g2_i2|m.17991	6
t1	resilient	R.10	lcl|c226613_g4_i3|m.11623	3
t1	resilient	R.13	lcl|c226613_g4_i3|m.11623	1
t1	resilient	R.21	lcl|c226613_g4_i3|m.11623	5
t1	resilient	R.26	lcl|c226613_g4_i3|m.11623	7
t1	resilient	R.66	lcl|c226613_g4_i3|m.11623	2
t1	resilient	R.74	lcl|c226613_g4_i3|m.11623	10
t1	susceptible	S.5	lcl|c226613_g4_i3|m.11623	4
t1	susceptible	S.20	lcl|c226613_g4_i3|m.11623	1
t1	susceptible	S.25	lcl|c226613_g4_i3|m.11623	2
t1	susceptible	S.28	lcl|c226613_g4_i3|m.11623	2
t1	susceptible	S.55	lcl|c226613_g4_i3|m.11623	5
t1	susceptible	S.73	lcl|c226613_g4_i3|m.11623	2
t1	resilient	R.10	lcl|c210724_g2_i1|m.2253	4
t1	resilient	R.13	lcl|c210724_g2_i1|m.2253	8
t1	resilient	R.21	lcl|c210724_g2_i1|m.2253	9
t1	resilient	R.26	lcl|c210724_g2_i1|m.2253	7
t1	resilient	R.66	lcl|c210724_g2_i1|m.2253	3
t1	resilient	R.74	lcl|c210724_g2_i1|m.2253	2
t1	susceptible	S.5	lcl|c210724_g2_i1|m.2253	2
t1	susceptible	S.20	lcl|c210724_g2_i1|m.2253	0
t1	susceptible	S.25	lcl|c210724_g2_i1|m.2253	5
t1	susceptible	S.28	lcl|c210724_g2_i1|m.2253	2
t1	susceptible	S.55	lcl|c210724_g2_i1|m.2253	5
t1	susceptible	S.73	lcl|c210724_g2_i1|m.2253	4
t1	resilient	R.10	lcl|c242618_g2_i3|m.30039	4
t1	resilient	R.13	lcl|c242618_g2_i3|m.30039	0
t1	resilient	R.21	lcl|c242618_g2_i3|m.30039	2
t1	resilient	R.26	lcl|c242618_g2_i3|m.30039	0
t1	resilient	R.66	lcl|c242618_g2_i3|m.30039	1
t1	resilient	R.74	lcl|c242618_g2_i3|m.30039	1
t1	susceptible	S.5	lcl|c242618_g2_i3|m.30039	0
t1	susceptible	S.20	lcl|c242618_g2_i3|m.30039	0
t1	susceptible	S.25	lcl|c242618_g2_i3|m.30039	0
t1	susceptible	S.28	lcl|c242618_g2_i3|m.30039	0
t1	susceptible	S.55	lcl|c242618_g2_i3|m.30039	0
t1	susceptible	S.73	lcl|c242618_g2_i3|m.30039	1
t1	resilient	R.10	lcl|c199545_g1_i1|m.1080	0
t1	resilient	R.13	lcl|c199545_g1_i1|m.1080	3
t1	resilient	R.21	lcl|c199545_g1_i1|m.1080	4
t1	resilient	R.26	lcl|c199545_g1_i1|m.1080	1
t1	resilient	R.66	lcl|c199545_g1_i1|m.1080	3
t1	resilient	R.74	lcl|c199545_g1_i1|m.1080	4
t1	susceptible	S.5	lcl|c199545_g1_i1|m.1080	0
t1	susceptible	S.20	lcl|c199545_g1_i1|m.1080	2
t1	susceptible	S.25	lcl|c199545_g1_i1|m.1080	0
t1	susceptible	S.28	lcl|c199545_g1_i1|m.1080	0
t1	susceptible	S.55	lcl|c199545_g1_i1|m.1080	3
t1	susceptible	S.73	lcl|c199545_g1_i1|m.1080	0
t1	resilient	R.10	lcl|c239381_g2_i1|m.25706	1
t1	resilient	R.13	lcl|c239381_g2_i1|m.25706	7
t1	resilient	R.21	lcl|c239381_g2_i1|m.25706	8
t1	resilient	R.26	lcl|c239381_g2_i1|m.25706	4
