timepoint	cohort	sample	peptide	count
t2	resilient	R.10	lcl|c229168_g4_i2|m.14016	0
t2	resilient	R.13	lcl|c229168_g4_i2|m.14016	0
t2	resilient	R.21	lcl|c229168_g4_i2|m.14016	0
t2	resilient	R.26	lcl|c229168_g4_i2|m.14016	0
t2	resilient	R.66	lcl|c229168_g4_i2|m.14016	0
t2	resilient	R.74	lcl|c229168_g4_i2|m.14016	1
t2	susceptible	S.5	lcl|c229168_g4_i2|m.14016	0
t2	susceptible	S.55	lcl|c229168_g4_i2|m.14016	0
t2	susceptible	S.73	lcl|c229168_g4_i2|m.14016	0
t2	resilient	R.10	lcl|c234112_g3_i1|m.19462	0
t2	resilient	R.13	lcl|c234112_g3_i1|m.19462	0
t2	resilient	R.21	lcl|c234112_g3_i1|m.19462	0
t2	resilient	R.26	lcl|c234112_g3_i1|m.19462	1
t2	resilient	R.66	lcl|c234112_g3_i1|m.19462	0
t2	resilient	R.74	lcl|c234112_g3_i1|m.19462	0
t2	susceptible	S.5	lcl|c234112_g3_i1|m.19462	0
t2	susceptible	S.55	lcl|c234112_g3_i1|m.19462	0
t2	susceptible	S.73	lcl|c234112_g3_i1|m.19462	0
t2	resilient	R.10	lcl|c211957_g3_i2|m.2584	0
t2	resilient	R.13	lcl|c211957_g3_i2|m.2584	1
t2	resilient	R.21	lcl|c211957_g3_i2|m.2584	0
t2	resilient	R.26	lcl|c211957_g3_i2|m.2584	1
t2	resilient	R.66	lcl|c211957_g3_i2|m.2584	0
t2	resilient	R.74	lcl|c211957_g3_i2|m.2584	0
t2	susceptible	S.5	lcl|c211957_g3_i2|m.2584	1
t2	susceptible	S.55	lcl|c211957_g3_i2|m.2584	0
t2	susceptible	S.73	lcl|c211957_g3_i2|m.2584	1
t2	resilient	R.10	lcl|c239269_g3_i1|m.25540	0
t2	resilient	R.13	lcl|c239269_g3_i1|m.25540	1
t2	resilient	R.21	lcl|c239269_g3_i1|m.25540	1
t2	resilient	R.26	lcl|c239269_g3_i1|m.25540	0
t2	resilient	R.66	lcl|c239269_g3_i1|m.25540	1
t2	resilient	R.74	lcl|c239269_g3_i1|m.25540	1
t2	susceptible	S.5	lcl|c239269_g3_i1|m.25540	0
t2	susceptible	S.55	lcl|c239269_g3_i1|m.25540	0
t2	susceptible	S.73	lcl|c239269_g3_i1|m.25540	1
t2	resilient	R.10	lcl|c237614_g1_i1|m.23497	0
t2	resilient	R.13	lcl|c237614_g1_i1|m.23497	0
t2	resilient	R.21	lcl|c237614_g1_i1|m.23497	0
t2	resilient	R.26	lcl|c237614_g1_i1|m.23497	0
t2	resilient	R.66	lcl|c237614_g1_i1|m.23497	0
t2	resilient	R.74	lcl|c237614_g1_i1|m.23497	0
t2	susceptible	S.5	lcl|c237614_g1_i1|m.23497	0
t2	susceptible	S.55	lcl|c237614_g1_i1|m.23497	1
t2	susceptible	S.73	lcl|c237614_g1_i1|m.23497	0
t2	resilient	R.10	lcl|c224230_g1_i2|m.9668	0
t2	resilient	R.13	lcl|c224230_g1_i2|m.9668	0
t2	resilient	R.21	lcl|c224230_g1_i2|m.9668	0
t2	resilient	R.26	lcl|c224230_g1_i2|m.9668	0
t2	resilient	R.66	lcl|c224230_g1_i2|m.9668	0
t2	resilient	R.74	lcl|c224230_g1_i2|m.9668	1
t2	susceptible	S.5	lcl|c224230_g1_i2|m.9668	0
t2	susceptible	S.55	lcl|c224230_g1_i2|m.9668	0
t2	susceptible	S.73	lcl|c224230_g1_i2|m.9668	0
t2	resilient	R.10	lcl|c239146_g1_i3|m.25352	1
t2	resilient	R.13	lcl|c239146_g1_i3|m.25352	1
t2	resilient	R.21	lcl|c239146_g1_i3|m.25352	0
t2	resilient	R.26	lcl|c239146_g1_i3|m.25352	0
t2	resilient	R.66	lcl|c239146_g1_i3|m.25352	0
t2	resilient	R.74	lcl|c239146_g1_i3|m.25352	0
t2	susceptible	S.5	lcl|c239146_g1_i3|m.25352	0
t2	susceptible	S.55	lcl|c239146_g1_i3|m.25352	0
t2	susceptible	S.73	lcl|c239146_g1_i3|m.25352	0
t2	resilient	R.10	lcl|c230773_g3_i10|m.15608	1
t2	resilient	R.13	lcl|c230773_g3_i10|m.15608	1
t2	resilient	R.21	lcl|c230773_g3_i10|m.15608	0
t2	resilient	R.26	lcl|c230773_g3_i10|m.15608	0
t2	resilient	R.66	lcl|c230773_g3_i10|m.15608	0
t2	resilient	R.74	lcl|c230773_g3_i10|m.15608	1
t2	susceptible	S.5	lcl|c230773_g3_i10|m.15608	0
t2	susceptible	S.55	lcl|c230773_g3_i10|m.15608	0
t2	susceptible	S.73	lcl|c230773_g3_i10|m.15608	0
t2	resilient	R.10	lcl|c242869_g2_i4|m.30308	1
t2	resilient	R.13	lcl|c242869_g2_i4|m.30308	0
t2	resilient	R.21	lcl|c242869_g2_i4|m.30308	0
t2	resilient	R.26	lcl|c242869_g2_i4|m.30308	0
t2	resilient	R.66	lcl|c242869_g2_i4|m.30308	1
t2	resilient	R.74	lcl|c242869_g2_i4|m.30308	0
t2	susceptible	S.5	lcl|c242869_g2_i4|m.30308	1
t2	susceptible	S.55	lcl|c242869_g2_i4|m.30308	1
t2	susceptible	S.73	lcl|c242869_g2_i4|m.30308	0
t2	resilient	R.10	lcl|c241317_g4_i4|m.28426	0
t2	resilient	R.13	lcl|c241317_g4_i4|m.28426	1
t2	resilient	R.21	lcl|c241317_g4_i4|m.28426	0
t2	resilient	R.26	lcl|c241317_g4_i4|m.28426	1
t2	resilient	R.66	lcl|c241317_g4_i4|m.28426	0
t2	resilient	R.74	lcl|c241317_g4_i4|m.28426	1
t2	susceptible	S.5	lcl|c241317_g4_i4|m.28426	0
t2	susceptible	S.55	lcl|c241317_g4_i4|m.28426	0
t2	susceptible	S.73	lcl|c241317_g4_i4|m.28426	1
t2	resilient	R.10	lcl|c217031_g1_i1|m.4919	0
t2	resilient	R.13	lcl|c217031_g1_i1|m.4919	1
t2	resilient	R.21	lcl|c217031_g1_i1|m.4919	0
t2	resilient	R.26	lcl|c217031_g1_i1|m.4919	0
t2	resilient	R.66	lcl|c217031_g1_i1|m.4919	0
t2	resilient	R.74	lcl|c217031_g1_i1|m.4919	0
t2	susceptible	S.5	lcl|c217031_g1_i1|m.4919	0
t2	susceptible	S.55	lcl|c217031_g1_i1|m.4919	0
t2	susceptible	S.73	lcl|c217031_g1_i1|m.4919	0
t2	resilient	R.10	lcl|c211360_g1_i1|m.2424	0
t2	resilient	R.13	lcl|c211360_g1_i1|m.2424	0
t2	resilient	R.21	lcl|c211360_g1_i1|m.2424	0
t2	resilient	R.26	lcl|c211360_g1_i1|m.2424	0
t2	resilient	R.66	lcl|c211360_g1_i1|m.2424	0
t2	resilient	R.74	lcl|c211360_g1_i1|m.2424	0
t2	susceptible	S.5	lcl|c211360_g1_i1|m.2424	0
t2	susceptible	S.55	lcl|c211360_g1_i1|m.2424	1
t2	susceptible	S.73	lcl|c211360_g1_i1|m.2424	0
t2	resilient	R.10	lcl|c209405_g4_i1|m.1961	0
t2	resilient	R.13	lcl|c209405_g4_i1|m.1961	0
t2	resilient	R.21	lcl|c209405_g4_i1|m.1961	0
t2	resilient	R.26	lcl|c209405_g4_i1|m.1961	0
t2	resilient	R.66	lcl|c209405_g4_i1|m.1961	0
t2	resilient	R.74	lcl|c209405_g4_i1|m.1961	0
t2	susceptible	S.5	lcl|c209405_g4_i1|m.1961	1
t2	susceptible	S.55	lcl|c209405_g4_i1|m.1961	0
t2	susceptible	S.73	lcl|c209405_g4_i1|m.1961	1
t2	resilient	R.10	lcl|c212820_g1_i5|m.2858	0
t2	resilient	R.13	lcl|c212820_g1_i5|m.2858	0
t2	resilient	R.21	lcl|c212820_g1_i5|m.2858	0
t2	resilient	R.26	lcl|c212820_g1_i5|m.2858	0
t2	resilient	R.66	lcl|c212820_g1_i5|m.2858	1
t2	resilient	R.74	lcl|c212820_g1_i5|m.2858	0
t2	susceptible	S.5	lcl|c212820_g1_i5|m.2858	0
t2	susceptible	S.55	lcl|c212820_g1_i5|m.2858	0
t2	susceptible	S.73	lcl|c212820_g1_i5|m.2858	0
t2	resilient	R.10	lcl|c229942_g1_i1|m.14798	0
t2	resilient	R.13	lcl|c229942_g1_i1|m.14798	1
t2	resilient	R.21	lcl|c229942_g1_i1|m.14798	0
t2	resilient	R.26	lcl|c229942_g1_i1|m.14798	0
t2	resilient	R.66	lcl|c229942_g1_i1|m.14798	0
t2	resilient	R.74	lcl|c229942_g1_i1|m.14798	0
t2	susceptible	S.5	lcl|c229942_g1_i1|m.14798	1
t2	susceptible	S.55	lcl|c229942_g1_i1|m.14798	0
t2	susceptible	S.73	lcl|c229942_g1_i1|m.14798	0
t2	resilient	R.10	lcl|c224626_g1_i2|m.10026	0
t2	resilient	R.13	lcl|c224626_g1_i2|m.10026	0
t2	resilient	R.21	lcl|c224626_g1_i2|m.10026	0
t2	resilient	R.26	lcl|c224626_g1_i2|m.10026	0
t2	resilient	R.66	lcl|c224626_g1_i2|m.10026	0
t2	resilient	R.74	lcl|c224626_g1_i2|m.10026	1
t2	susceptible	S.5	lcl|c224626_g1_i2|m.10026	0
t2	susceptible	S.55	lcl|c224626_g1_i2|m.10026	0
t2	susceptible	S.73	lcl|c224626_g1_i2|m.10026	0
t2	resilient	R.10	lcl|c238115_g2_i1|m.24111	0
t2	resilient	R.13	lcl|c238115_g2_i1|m.24111	0
t2	resilient	R.21	lcl|c238115_g2_i1|m.24111	0
t2	resilient	R.26	lcl|c238115_g2_i1|m.24111	0
t2	resilient	R.66	lcl|c238115_g2_i1|m.24111	1
t2	resilient	R.74	lcl|c238115_g2_i1|m.24111	1
t2	susceptible	S.5	lcl|c238115_g2_i1|m.24111	0
t2	susceptible	S.55	lcl|c238115_g2_i1|m.24111	0
t2	susceptible	S.73	lcl|c238115_g2_i1|m.24111	1
t2	resilient	R.10	lcl|c214220_g2_i3|m.3397	0
t2	resilient	R.13	lcl|c214220_g2_i3|m.3397	0
t2	resilient	R.21	lcl|c214220_g2_i3|m.3397	0
t2	resilient	R.26	lcl|c214220_g2_i3|m.3397	0
t2	resilient	R.66	lcl|c214220_g2_i3|m.3397	0
t2	resilient	R.74	lcl|c214220_g2_i3|m.3397	0
t2	susceptible	S.5	lcl|c214220_g2_i3|m.3397	0
t2	susceptible	S.55	lcl|c214220_g2_i3|m.3397	0
t2	susceptible	S.73	lcl|c214220_g2_i3|m.3397	1
t2	resilient	R.10	lcl|c222665_g6_i2|m.8502	0
t2	resilient	R.13	lcl|c222665_g6_i2|m.8502	0
t2	resilient	R.21	lcl|c222665_g6_i2|m.8502	0
t2	resilient	R.26	lcl|c222665_g6_i2|m.8502	0
t2	resilient	R.66	lcl|c222665_g6_i2|m.8502	1
t2	resilient	R.74	lcl|c222665_g6_i2|m.8502	0
t2	susceptible	S.5	lcl|c222665_g6_i2|m.8502	0
t2	susceptible	S.55	lcl|c222665_g6_i2|m.8502	0
t2	susceptible	S.73	lcl|c222665_g6_i2|m.8502	0
t2	resilient	R.10	lcl|c206417_g1_i2|m.1538	5
t2	resilient	R.13	lcl|c206417_g1_i2|m.1538	12
t2	resilient	R.21	lcl|c206417_g1_i2|m.1538	12
t2	resilient	R.26	lcl|c206417_g1_i2|m.1538	5
t2	resilient	R.66	lcl|c206417_g1_i2|m.1538	8
t2	resilient	R.74	lcl|c206417_g1_i2|m.1538	10
t2	susceptible	S.5	lcl|c206417_g1_i2|m.1538	7
t2	susceptible	S.55	lcl|c206417_g1_i2|m.1538	7
t2	susceptible	S.73	lcl|c206417_g1_i2|m.1538	10
t2	resilient	R.10	lcl|c215299_g2_i2|m.3927	1
t2	resilient	R.13	lcl|c215299_g2_i2|m.3927	0
t2	resilient	R.21	lcl|c215299_g2_i2|m.3927	0
t2	resilient	R.26	lcl|c215299_g2_i2|m.3927	0
t2	resilient	R.66	lcl|c215299_g2_i2|m.3927	0
t2	resilient	R.74	lcl|c215299_g2_i2|m.3927	1
t2	susceptible	S.5	lcl|c215299_g2_i2|m.3927	0
t2	susceptible	S.55	lcl|c215299_g2_i2|m.3927	0
t2	susceptible	S.73	lcl|c215299_g2_i2|m.3927	0
t2	resilient	R.10	lcl|c232739_g3_i2|m.17726	0
t2	resilient	R.13	lcl|c232739_g3_i2|m.17726	0
t2	resilient	R.21	lcl|c232739_g3_i2|m.17726	0
t2	resilient	R.26	lcl|c232739_g3_i2|m.17726	0
t2	resilient	R.66	lcl|c232739_g3_i2|m.17726	0
t2	resilient	R.74	lcl|c232739_g3_i2|m.17726	1
t2	susceptible	S.5	lcl|c232739_g3_i2|m.17726	0
t2	susceptible	S.55	lcl|c232739_g3_i2|m.17726	0
t2	susceptible	S.73	lcl|c232739_g3_i2|m.17726	0
t2	resilient	R.10	lcl|c215715_g5_i1|m.4161	0
t2	resilient	R.13	lcl|c215715_g5_i1|m.4161	0
t2	resilient	R.21	lcl|c215715_g5_i1|m.4161	0
t2	resilient	R.26	lcl|c215715_g5_i1|m.4161	0
t2	resilient	R.66	lcl|c215715_g5_i1|m.4161	0
t2	resilient	R.74	lcl|c215715_g5_i1|m.4161	0
t2	susceptible	S.5	lcl|c215715_g5_i1|m.4161	1
t2	susceptible	S.55	lcl|c215715_g5_i1|m.4161	0
t2	susceptible	S.73	lcl|c215715_g5_i1|m.4161	0
t2	resilient	R.10	lcl|c218599_g3_i2|m.5848	0
t2	resilient	R.13	lcl|c218599_g3_i2|m.5848	0
t2	resilient	R.21	lcl|c218599_g3_i2|m.5848	0
t2	resilient	R.26	lcl|c218599_g3_i2|m.5848	0
t2	resilient	R.66	lcl|c218599_g3_i2|m.5848	1
t2	resilient	R.74	lcl|c218599_g3_i2|m.5848	0
t2	susceptible	S.5	lcl|c218599_g3_i2|m.5848	0
t2	susceptible	S.55	lcl|c218599_g3_i2|m.5848	0
t2	susceptible	S.73	lcl|c218599_g3_i2|m.5848	0
t2	resilient	R.10	lcl|c219866_g1_i1|m.6616	1
t2	resilient	R.13	lcl|c219866_g1_i1|m.6616	1
t2	resilient	R.21	lcl|c219866_g1_i1|m.6616	0
t2	resilient	R.26	lcl|c219866_g1_i1|m.6616	0
t2	resilient	R.66	lcl|c219866_g1_i1|m.6616	0
t2	resilient	R.74	lcl|c219866_g1_i1|m.6616	0
t2	susceptible	S.5	lcl|c219866_g1_i1|m.6616	0
t2	susceptible	S.55	lcl|c219866_g1_i1|m.6616	0
t2	susceptible	S.73	lcl|c219866_g1_i1|m.6616	1
t2	resilient	R.10	lcl|c216824_g6_i1|m.4796	0
t2	resilient	R.13	lcl|c216824_g6_i1|m.4796	1
t2	resilient	R.21	lcl|c216824_g6_i1|m.4796	1
t2	resilient	R.26	lcl|c216824_g6_i1|m.4796	0
t2	resilient	R.66	lcl|c216824_g6_i1|m.4796	0
t2	resilient	R.74	lcl|c216824_g6_i1|m.4796	0
t2	susceptible	S.5	lcl|c216824_g6_i1|m.4796	0
t2	susceptible	S.55	lcl|c216824_g6_i1|m.4796	0
t2	susceptible	S.73	lcl|c216824_g6_i1|m.4796	1
t2	resilient	R.10	lcl|c226252_g1_i1|m.11336	0
t2	resilient	R.13	lcl|c226252_g1_i1|m.11336	0
t2	resilient	R.21	lcl|c226252_g1_i1|m.11336	0
t2	resilient	R.26	lcl|c226252_g1_i1|m.11336	1
t2	resilient	R.66	lcl|c226252_g1_i1|m.11336	0
t2	resilient	R.74	lcl|c226252_g1_i1|m.11336	1
t2	susceptible	S.5	lcl|c226252_g1_i1|m.11336	0
t2	susceptible	S.55	lcl|c226252_g1_i1|m.11336	0
t2	susceptible	S.73	lcl|c226252_g1_i1|m.11336	1
t2	resilient	R.10	lcl|c238932_g1_i1|m.25092	0
t2	resilient	R.13	lcl|c238932_g1_i1|m.25092	0
t2	resilient	R.21	lcl|c238932_g1_i1|m.25092	0
t2	resilient	R.26	lcl|c238932_g1_i1|m.25092	0
t2	resilient	R.66	lcl|c238932_g1_i1|m.25092	0
t2	resilient	R.74	lcl|c238932_g1_i1|m.25092	0
t2	susceptible	S.5	lcl|c238932_g1_i1|m.25092	0
t2	susceptible	S.55	lcl|c238932_g1_i1|m.25092	1
t2	susceptible	S.73	lcl|c238932_g1_i1|m.25092	0
t2	resilient	R.10	lcl|c213630_g2_i1|m.3155	0
t2	resilient	R.13	lcl|c213630_g2_i1|m.3155	0
t2	resilient	R.21	lcl|c213630_g2_i1|m.3155	0
t2	resilient	R.26	lcl|c213630_g2_i1|m.3155	0
t2	resilient	R.66	lcl|c213630_g2_i1|m.3155	1
t2	resilient	R.74	lcl|c213630_g2_i1|m.3155	0
t2	susceptible	S.5	lcl|c213630_g2_i1|m.3155	0
t2	susceptible	S.55	lcl|c213630_g2_i1|m.3155	0
t2	susceptible	S.73	lcl|c213630_g2_i1|m.3155	0
t2	resilient	R.10	lcl|c207917_g13_i1|m.1708	0
t2	resilient	R.13	lcl|c207917_g13_i1|m.1708	0
t2	resilient	R.21	lcl|c207917_g13_i1|m.1708	0
t2	resilient	R.26	lcl|c207917_g13_i1|m.1708	0
t2	resilient	R.66	lcl|c207917_g13_i1|m.1708	1
t2	resilient	R.74	lcl|c207917_g13_i1|m.1708	0
t2	susceptible	S.5	lcl|c207917_g13_i1|m.1708	0
t2	susceptible	S.55	lcl|c207917_g13_i1|m.1708	0
t2	susceptible	S.73	lcl|c207917_g13_i1|m.1708	0
t2	resilient	R.10	lcl|c217008_g4_i3|m.4896	0
t2	resilient	R.13	lcl|c217008_g4_i3|m.4896	0
t2	resilient	R.21	lcl|c217008_g4_i3|m.4896	0
t2	resilient	R.26	lcl|c217008_g4_i3|m.4896	0
t2	resilient	R.66	lcl|c217008_g4_i3|m.4896	0
t2	resilient	R.74	lcl|c217008_g4_i3|m.4896	0
t2	susceptible	S.5	lcl|c217008_g4_i3|m.4896	0
t2	susceptible	S.55	lcl|c217008_g4_i3|m.4896	1
t2	susceptible	S.73	lcl|c217008_g4_i3|m.4896	1
t2	resilient	R.10	lcl|c244389_g3_i1|m.32131	1
t2	resilient	R.13	lcl|c244389_g3_i1|m.32131	0
t2	resilient	R.21	lcl|c244389_g3_i1|m.32131	0
t2	resilient	R.26	lcl|c244389_g3_i1|m.32131	0
t2	resilient	R.66	lcl|c244389_g3_i1|m.32131	0
t2	resilient	R.74	lcl|c244389_g3_i1|m.32131	0
t2	susceptible	S.5	lcl|c244389_g3_i1|m.32131	0
t2	susceptible	S.55	lcl|c244389_g3_i1|m.32131	0
t2	susceptible	S.73	lcl|c244389_g3_i1|m.32131	0
t2	resilient	R.10	lcl|c211249_g1_i1|m.2384	0
t2	resilient	R.13	lcl|c211249_g1_i1|m.2384	0
t2	resilient	R.21	lcl|c211249_g1_i1|m.2384	0
t2	resilient	R.26	lcl|c211249_g1_i1|m.2384	0
t2	resilient	R.66	lcl|c211249_g1_i1|m.2384	1
t2	resilient	R.74	lcl|c211249_g1_i1|m.2384	1
t2	susceptible	S.5	lcl|c211249_g1_i1|m.2384	1
t2	susceptible	S.55	lcl|c211249_g1_i1|m.2384	0
t2	susceptible	S.73	lcl|c211249_g1_i1|m.2384	1
t2	resilient	R.10	lcl|c238895_g5_i1|m.25048	0
t2	resilient	R.13	lcl|c238895_g5_i1|m.25048	0
t2	resilient	R.21	lcl|c238895_g5_i1|m.25048	0
t2	resilient	R.26	lcl|c238895_g5_i1|m.25048	0
t2	resilient	R.66	lcl|c238895_g5_i1|m.25048	0
t2	resilient	R.74	lcl|c238895_g5_i1|m.25048	1
t2	susceptible	S.5	lcl|c238895_g5_i1|m.25048	0
t2	susceptible	S.55	lcl|c238895_g5_i1|m.25048	0
t2	susceptible	S.73	lcl|c238895_g5_i1|m.25048	0
t2	resilient	R.10	lcl|c239064_g1_i10|m.25261	0
t2	resilient	R.13	lcl|c239064_g1_i10|m.25261	0
t2	resilient	R.21	lcl|c239064_g1_i10|m.25261	0
t2	resilient	R.26	lcl|c239064_g1_i10|m.25261	0
t2	resilient	R.66	lcl|c239064_g1_i10|m.25261	0
t2	resilient	R.74	lcl|c239064_g1_i10|m.25261	0
t2	susceptible	S.5	lcl|c239064_g1_i10|m.25261	0
t2	susceptible	S.55	lcl|c239064_g1_i10|m.25261	0
t2	susceptible	S.73	lcl|c239064_g1_i10|m.25261	1
t2	resilient	R.10	lcl|c214598_g2_i2|m.3547	0
t2	resilient	R.13	lcl|c214598_g2_i2|m.3547	1
t2	resilient	R.21	lcl|c214598_g2_i2|m.3547	0
t2	resilient	R.26	lcl|c214598_g2_i2|m.3547	0
t2	resilient	R.66	lcl|c214598_g2_i2|m.3547	0
t2	resilient	R.74	lcl|c214598_g2_i2|m.3547	1
t2	susceptible	S.5	lcl|c214598_g2_i2|m.3547	0
t2	susceptible	S.55	lcl|c214598_g2_i2|m.3547	0
t2	susceptible	S.73	lcl|c214598_g2_i2|m.3547	0
t2	resilient	R.10	lcl|c223239_g4_i2|m.8965	0
t2	resilient	R.13	lcl|c223239_g4_i2|m.8965	0
t2	resilient	R.21	lcl|c223239_g4_i2|m.8965	0
t2	resilient	R.26	lcl|c223239_g4_i2|m.8965	0
t2	resilient	R.66	lcl|c223239_g4_i2|m.8965	1
t2	resilient	R.74	lcl|c223239_g4_i2|m.8965	0
t2	susceptible	S.5	lcl|c223239_g4_i2|m.8965	0
t2	susceptible	S.55	lcl|c223239_g4_i2|m.8965	0
t2	susceptible	S.73	lcl|c223239_g4_i2|m.8965	0
t2	resilient	R.10	lcl|c211030_g1_i1|m.2329	0
t2	resilient	R.13	lcl|c211030_g1_i1|m.2329	0
t2	resilient	R.21	lcl|c211030_g1_i1|m.2329	0
t2	resilient	R.26	lcl|c211030_g1_i1|m.2329	0
t2	resilient	R.66	lcl|c211030_g1_i1|m.2329	0
t2	resilient	R.74	lcl|c211030_g1_i1|m.2329	0
t2	susceptible	S.5	lcl|c211030_g1_i1|m.2329	0
t2	susceptible	S.55	lcl|c211030_g1_i1|m.2329	1
t2	susceptible	S.73	lcl|c211030_g1_i1|m.2329	0
t2	resilient	R.10	lcl|c210995_g1_i1|m.2321	0
t2	resilient	R.13	lcl|c210995_g1_i1|m.2321	1
t2	resilient	R.21	lcl|c210995_g1_i1|m.2321	0
t2	resilient	R.26	lcl|c210995_g1_i1|m.2321	0
t2	resilient	R.66	lcl|c210995_g1_i1|m.2321	1
t2	resilient	R.74	lcl|c210995_g1_i1|m.2321	0
t2	susceptible	S.5	lcl|c210995_g1_i1|m.2321	1
t2	susceptible	S.55	lcl|c210995_g1_i1|m.2321	0
t2	susceptible	S.73	lcl|c210995_g1_i1|m.2321	1
t2	resilient	R.10	lcl|c236015_g2_i10|m.21585	1
t2	resilient	R.13	lcl|c236015_g2_i10|m.21585	1
t2	resilient	R.21	lcl|c236015_g2_i10|m.21585	0
t2	resilient	R.26	lcl|c236015_g2_i10|m.21585	0
t2	resilient	R.66	lcl|c236015_g2_i10|m.21585	1
t2	resilient	R.74	lcl|c236015_g2_i10|m.21585	0
t2	susceptible	S.5	lcl|c236015_g2_i10|m.21585	0
t2	susceptible	S.55	lcl|c236015_g2_i10|m.21585	0
t2	susceptible	S.73	lcl|c236015_g2_i10|m.21585	0
t2	resilient	R.10	lcl|c226646_g2_i4|m.11674	0
t2	resilient	R.13	lcl|c226646_g2_i4|m.11674	0
t2	resilient	R.21	lcl|c226646_g2_i4|m.11674	0
t2	resilient	R.26	lcl|c226646_g2_i4|m.11674	0
t2	resilient	R.66	lcl|c226646_g2_i4|m.11674	1
t2	resilient	R.74	lcl|c226646_g2_i4|m.11674	1
t2	susceptible	S.5	lcl|c226646_g2_i4|m.11674	0
t2	susceptible	S.55	lcl|c226646_g2_i4|m.11674	0
t2	susceptible	S.73	lcl|c226646_g2_i4|m.11674	1
t2	resilient	R.10	lcl|c229534_g2_i7|m.14365	0
t2	resilient	R.13	lcl|c229534_g2_i7|m.14365	0
t2	resilient	R.21	lcl|c229534_g2_i7|m.14365	0
t2	resilient	R.26	lcl|c229534_g2_i7|m.14365	0
t2	resilient	R.66	lcl|c229534_g2_i7|m.14365	1
t2	resilient	R.74	lcl|c229534_g2_i7|m.14365	1
t2	susceptible	S.5	lcl|c229534_g2_i7|m.14365	0
t2	susceptible	S.55	lcl|c229534_g2_i7|m.14365	1
t2	susceptible	S.73	lcl|c229534_g2_i7|m.14365	1
t2	resilient	R.10	lcl|c235293_g1_i2|m.20787	0
t2	resilient	R.13	lcl|c235293_g1_i2|m.20787	0
t2	resilient	R.21	lcl|c235293_g1_i2|m.20787	1
t2	resilient	R.26	lcl|c235293_g1_i2|m.20787	0
t2	resilient	R.66	lcl|c235293_g1_i2|m.20787	0
t2	resilient	R.74	lcl|c235293_g1_i2|m.20787	0
t2	susceptible	S.5	lcl|c235293_g1_i2|m.20787	1
t2	susceptible	S.55	lcl|c235293_g1_i2|m.20787	0
t2	susceptible	S.73	lcl|c235293_g1_i2|m.20787	1
t2	resilient	R.10	lcl|c239101_g4_i2|m.25293	0
t2	resilient	R.13	lcl|c239101_g4_i2|m.25293	0
t2	resilient	R.21	lcl|c239101_g4_i2|m.25293	1
t2	resilient	R.26	lcl|c239101_g4_i2|m.25293	0
t2	resilient	R.66	lcl|c239101_g4_i2|m.25293	0
t2	resilient	R.74	lcl|c239101_g4_i2|m.25293	1
t2	susceptible	S.5	lcl|c239101_g4_i2|m.25293	0
t2	susceptible	S.55	lcl|c239101_g4_i2|m.25293	0
t2	susceptible	S.73	lcl|c239101_g4_i2|m.25293	1
t2	resilient	R.10	lcl|c210028_g2_i2|m.2098	0
t2	resilient	R.13	lcl|c210028_g2_i2|m.2098	1
t2	resilient	R.21	lcl|c210028_g2_i2|m.2098	0
t2	resilient	R.26	lcl|c210028_g2_i2|m.2098	0
t2	resilient	R.66	lcl|c210028_g2_i2|m.2098	1
t2	resilient	R.74	lcl|c210028_g2_i2|m.2098	1
t2	susceptible	S.5	lcl|c210028_g2_i2|m.2098	0
t2	susceptible	S.55	lcl|c210028_g2_i2|m.2098	0
t2	susceptible	S.73	lcl|c210028_g2_i2|m.2098	0
t2	resilient	R.10	lcl|c236833_g3_i1|m.22585	1
t2	resilient	R.13	lcl|c236833_g3_i1|m.22585	0
t2	resilient	R.21	lcl|c236833_g3_i1|m.22585	0
t2	resilient	R.26	lcl|c236833_g3_i1|m.22585	0
t2	resilient	R.66	lcl|c236833_g3_i1|m.22585	0
t2	resilient	R.74	lcl|c236833_g3_i1|m.22585	0
t2	susceptible	S.5	lcl|c236833_g3_i1|m.22585	0
t2	susceptible	S.55	lcl|c236833_g3_i1|m.22585	0
t2	susceptible	S.73	lcl|c236833_g3_i1|m.22585	0
t2	resilient	R.10	lcl|c239956_g2_i4|m.26561	73
t2	resilient	R.13	lcl|c239956_g2_i4|m.26561	82
t2	resilient	R.21	lcl|c239956_g2_i4|m.26561	71
t2	resilient	R.26	lcl|c239956_g2_i4|m.26561	83
t2	resilient	R.66	lcl|c239956_g2_i4|m.26561	30
t2	resilient	R.74	lcl|c239956_g2_i4|m.26561	43
t2	susceptible	S.5	lcl|c239956_g2_i4|m.26561	55
t2	susceptible	S.55	lcl|c239956_g2_i4|m.26561	58
t2	susceptible	S.73	lcl|c239956_g2_i4|m.26561	61
t2	resilient	R.10	lcl|c231830_g1_i1|m.16655	0
t2	resilient	R.13	lcl|c231830_g1_i1|m.16655	0
t2	resilient	R.21	lcl|c231830_g1_i1|m.16655	0
t2	resilient	R.26	lcl|c231830_g1_i1|m.16655	0
t2	resilient	R.66	lcl|c231830_g1_i1|m.16655	1
t2	resilient	R.74	lcl|c231830_g1_i1|m.16655	0
t2	susceptible	S.5	lcl|c231830_g1_i1|m.16655	0
t2	susceptible	S.55	lcl|c231830_g1_i1|m.16655	0
t2	susceptible	S.73	lcl|c231830_g1_i1|m.16655	0
