Protein,Timepoint,R mean,R std,S mean,S std,Log2FC,SSMD
lcl|c233061_g7_i1|m.18094,T2,1.333333333,1.032795559,1.333333333,1.154700538,0,0
lcl|c226079_g3_i2|m.11188,T2,3.166666667,2.136976057,3,3,-0.078002512,-0.04574552607
lcl|c214037_g1_i6|m.3334,T2,1.166666667,0.9831920803,1.666666667,0.5773502692,0.5145731728,0.3297104863
lcl|c220008_g2_i5|m.6705,T2,3.833333333,3.544949459,4.333333333,0.5773502692,0.1768777621,0.1835158079
lcl|c205047_g1_i2|m.1424,T2,0.6666666667,0.8164965809,1,1,0.5849625007,0.2054252763
lcl|c230411_g4_i1|m.15261,T2,1.833333333,0.7527726527,2,0,0.1255308821,0.1358319186
lcl|c226127_g3_i4|m.11231,T2,0.3333333333,0.8164965809,0.6666666667,1.154700538,1,0.1935393463
lcl|c223053_g2_i4|m.8839,T2,0.8333333333,0.7527726527,1,1,0.2630344058,0.1052925442
lcl|c235115_g6_i1|m.20588,T2,2.166666667,1.834847859,2.333333333,2.081665999,0.1069152039,0.05891441273
lcl|c205713_g1_i1|m.1484,T2,53,52.30296359,56.33333333,76.794097,0.087996481,0.0430261956
lcl|c240128_g3_i1|m.26827,T2,13.16666667,2.401388487,14,6.244997998,0.0885366746,0.1259122347
lcl|c223357_g4_i3|m.9060,T2,0.8333333333,0.7527726527,1,1,0.2630344058,0.1052925442
lcl|c234670_g1_i1|m.20121,T2,0.8333333333,0.7527726527,1.333333333,0.5773502692,0.6780719051,0.3687172622
lcl|c221464_g1_i3|m.7656,T2,1.5,0.5477225575,1.666666667,0.5773502692,0.1520030934,0.1394332352
lcl|c243004_g1_i1|m.30509,T2,4.333333333,1.966384161,4.666666667,4.725815626,0.1069152039,0.06504006025
lcl|c229886_g1_i6|m.14730,T2,3.666666667,3.777124126,3.333333333,5.773502692,-0.1375035237,-0.05212943686
lcl|c228611_g7_i1|m.13463,T2,3.333333333,1.211060142,3.666666667,1.527525232,0.1375035237,0.1528560984
lcl|c238756_g1_i5|m.24891,T2,4.833333333,3.125166662,5.333333333,2.309401077,0.1420190049,0.1469085183
lcl|c223901_g5_i2|m.9467,T2,0.8333333333,0.7527726527,1,1,0.2630344058,0.1052925442
lcl|c222639_g5_i2|m.8480,T2,44.83333333,6.940220938,48,12.12435565,0.09846263889,0.2496610113
lcl|c236250_g3_i7|m.21896,T2,13.83333333,4.070217029,14.66666667,10.69267662,0.08439218729,0.07530038823
lcl|c244084_g2_i1|m.31724,T2,5,1.673320053,5.333333333,3.214550254,0.09310940439,0.09012309923
lcl|c231963_g1_i7|m.16837,T2,35.66666667,7.257180352,38,12.12435565,0.09142302776,0.1835993815
lcl|c228825_g1_i1|m.13684,T2,14,5.585696018,15,2.645751311,0.09953567355,0.2345880585
lcl|c244197_g2_i1|m.31877,T2,1.5,1.224744871,1.666666667,2.081665999,0.1520030934,0.06399462597
lcl|c232638_g9_i1|m.17634,T2,9.333333333,2.160246899,10,5.196152423,0.09953567355,0.1191226759
lcl|c229067_g1_i6|m.13938,T2,5,1.788854382,5.333333333,2.081665999,0.09310940439,0.1185118827
lcl|c242257_g2_i2|m.29551,T2,2.5,1.378404875,2.666666667,2.081665999,0.09310940439,0.06259234893
lcl|c236351_g2_i1|m.22019,T2,3.5,2.42899156,4,2.645751311,0.1926450779,0.1451993227
lcl|c224026_g2_i4|m.9562,T2,0.5,0.8366600265,0.6666666667,1.154700538,0.4150374993,0.09611851829
lcl|c239719_g1_i1|m.26241,T2,1.5,0.8366600265,1.333333333,1.154700538,-0.1699250014,-0.09611851829
lcl|c205488_g1_i1|m.1464,T2,0.5,0.8366600265,0.6666666667,1.154700538,0.4150374993,0.09611851829
lcl|c219662_g1_i2|m.6507,T2,33.33333333,3.559026084,35.66666667,10.21436896,0.09761079663,0.2210212595
lcl|c226046_g1_i2|m.11150,T2,12.33333333,6.121002097,13,7.810249676,0.07594885323,0.07789841677
lcl|c240857_g5_i1|m.27819,T2,29.33333333,6.282250128,31.66666667,10.26320288,0.1104239897,0.2148937937
lcl|c226414_g3_i1|m.11460,T2,13.66666667,3.326659987,14.66666667,7.023769169,0.101879614,0.1336465482
lcl|c219870_g5_i1|m.6620,T2,3.166666667,3.371448749,3.333333333,4.932882862,0.07400058144,0.02989747974
lcl|c227726_g1_i1|m.12708,T2,0.8333333333,1.329160136,1.333333333,1.527525232,0.6780719051,0.2237936628
lcl|c240300_g3_i7|m.27053,T2,23.83333333,7.782458909,25.66666667,13.86842938,0.1069152039,0.1271498982
lcl|c217182_g4_i3|m.5021,T2,0.6666666667,0.8164965809,0.6666666667,1.154700538,0,0
lcl|c244145_g1_i1|m.31801,T2,58.66666667,10.85664159,63,34.82814953,0.1028108056,0.1233215678
lcl|c222960_g2_i1|m.8750,T2,55.33333333,12.6912043,60,13.74772708,0.116813665,0.3187221218
lcl|c225590_g2_i4|m.10752,T2,8.833333333,2.562550813,9.666666667,2.309401077,0.1300605406,0.257682784
lcl|c224781_g7_i2|m.10124,T2,1.333333333,0.8164965809,1.333333333,1.154700538,0,0
lcl|c217808_g1_i5|m.5370,T2,79.66666667,8.286535263,86,24.24871131,0.1103604474,0.2575775138
lcl|c215963_g8_i2|m.4326,T2,29.83333333,20.93243098,32.33333333,11.59022577,0.1160970649,0.1883385753
lcl|c229110_g2_i1|m.13970,T2,6.666666667,3.983298466,7.333333333,3.214550254,0.1375035237,0.1558418243
lcl|c238002_g8_i1|m.23983,T2,0.3333333333,0.8164965809,0.6666666667,1.154700538,1,0.1935393463
lcl|c233225_g1_i3|m.18294,T2,0.6666666667,0.8164965809,0.6666666667,1.154700538,0,0
lcl|c242803_g1_i3|m.30250,T2,0.6666666667,0.8164965809,0.6666666667,1.154700538,0,0
lcl|c236867_g1_i1|m.22637,T2,0.8333333333,0.7527726527,1,1,0.2630344058,0.1052925442
lcl|c220947_g2_i1|m.7263,T2,0.8333333333,0.7527726527,1,1,0.2630344058,0.1052925442
lcl|c221840_g3_i2|m.7908,T2,4.5,2.42899156,5,4,0.1520030934,0.109479763
lcl|c226786_g3_i2|m.11789,T2,0.6666666667,0.8164965809,1,1,0.5849625007,0.2054252763
lcl|c237732_g2_i2|m.23675,T2,2.833333333,3.125166662,3,5.196152423,0.08246216019,0.02890352078
lcl|c236024_g3_i2|m.21588,T2,0.5,0.8366600265,0.6666666667,1.154700538,0.4150374993,0.09611851829
lcl|c215388_g4_i3|m.4003,T2,0.6666666667,0.8164965809,1,1,0.5849625007,0.2054252763
lcl|c232847_g6_i1|m.17834,T2,1.166666667,0.4082482905,1,1,-0.2223924213,-0.1236606307
lcl|c241174_g2_i10|m.28286,T2,8.333333333,1.366260102,9.333333333,3.055050463,0.1634987323,0.2878862849
lcl|c232532_g2_i6|m.17481,T2,0.6666666667,0.8164965809,1,1,0.5849625007,0.2054252763
lcl|c217341_g1_i2|m.5116,T2,18.5,11.89537725,20.33333333,10.21436896,0.1363214712,0.1619668148
lcl|c242193_g2_i1|m.29501,T2,35.83333333,8.841191473,39.33333333,12.50333289,0.1344501998,0.2653223331
lcl|c225789_g4_i1|m.10946,T2,1,0.632455532,1,1,0,0
lcl|c227958_g2_i1|m.12924,T2,0.5,0.8366600265,1,1,1,0.3058049608
lcl|c222581_g2_i12|m.8451,T2,0.6666666667,0.8164965809,1,1,0.5849625007,0.2054252763
lcl|c223556_g1_i6|m.9203,T2,5.333333333,1.366260102,6,1,0.1699250014,0.3450703603
lcl|c234140_g5_i2|m.19531,T2,3.5,1.870828693,4,3,0.1926450779,0.1400738426
lcl|c225281_g3_i2|m.10487,T2,2.333333333,1.032795559,2.666666667,1.527525232,0.1926450779,0.1589298574
lcl|c223031_g1_i11|m.8817,T2,0.5,0.8366600265,1,1,1,0.3058049608
lcl|c233370_g1_i2|m.18468,T2,9.666666667,2.338090389,10.66666667,3.785938897,0.1420190049,0.2293583163
lcl|c239763_g2_i3|m.26299,T2,0.8333333333,0.7527726527,0.6666666667,1.154700538,-0.3219280949,-0.09891800211
lcl|c234738_g1_i3|m.20194,T2,13.66666667,6.653319973,15,7.937253933,0.1343010917,0.1526362091
lcl|c240035_g1_i1|m.26689,T2,1.833333333,1.329160136,1.666666667,2.886751346,-0.1375035237,-0.05027096626
lcl|c241047_g4_i1|m.28118,T2,0.3333333333,0.8164965809,0.6666666667,1.154700538,1,0.1935393463
lcl|c224493_g2_i5|m.9854,T2,0.6666666667,0.8164965809,1,1,0.5849625007,0.2054252763
lcl|c231068_g6_i2|m.15939,T2,56.66666667,13.38157938,62,12.52996409,0.129767875,0.3934318402
lcl|c211774_g2_i1|m.2538,T2,4.5,1.378404875,5,4,0.1520030934,0.115449091
lcl|c228453_g2_i2|m.13342,T2,1,0.632455532,1,1,0,0
lcl|c235743_g4_i1|m.21296,T2,12,5.865151319,13.33333333,5.033222957,0.1520030934,0.2190103936
lcl|c225972_g1_i1|m.11091,T2,116.1666667,51.62718922,128.3333333,33.56088994,0.1436997897,0.3469699413
lcl|c219237_g2_i4|m.6297,T2,0.6666666667,0.8164965809,1,1,0.5849625007,0.2054252763
lcl|c238833_g1_i2|m.24965,T2,8.833333333,5.307227776,9.666666667,6.027713773,0.1300605406,0.1216217316
lcl|c235239_g6_i4|m.20736,T2,2.166666667,1.722401424,2.666666667,2.081665999,0.2995602819,0.1792801608
lcl|c233215_g1_i5|m.18281,T2,1.5,1.378404875,2,1,0.4150374993,0.2579647726
lcl|c233042_g5_i1|m.18070,T2,9.5,2.42899156,10.66666667,4.932882862,0.1671099858,0.2159334627
lcl|c240794_g1_i3|m.27750,T2,1.666666667,2.875181154,2.333333333,2.081665999,0.4854268272,0.2099417807
lcl|c238676_g4_i3|m.24804,T2,0.6666666667,0.8164965809,1.333333333,0.5773502692,1,0.475423807
lcl|c224156_g3_i2|m.9641,T2,45,25.34561106,50.33333333,45.6544996,0.1615891423,0.115424311
lcl|c237130_g1_i4|m.22955,T2,0.3333333333,0.8164965809,1,1,1.584962501,0.4108505525
lcl|c240624_g3_i1|m.27496,T2,0.8333333333,0.7527726527,0.6666666667,1.154700538,-0.3219280949,-0.09891800211
lcl|c231997_g2_i3|m.16900,T2,10.16666667,4.119061382,11.33333333,5.131601439,0.1567255037,0.1984211461
lcl|c228972_g3_i3|m.13832,T2,0.6666666667,0.8164965809,1,1,0.5849625007,0.2054252763
lcl|c244396_g1_i1|m.32137,T2,16.83333333,10.99848474,18.66666667,11.50362262,0.1491434393,0.1475760326
lcl|c239816_g8_i3|m.26354,T2,0.6666666667,0.8164965809,0.6666666667,1.154700538,0,0
lcl|c233156_g1_i1|m.18213,T2,34.16666667,6.177917664,38.33333333,14.571662,0.1660099514,0.277969848
lcl|c209256_g1_i1|m.1929,T2,0.5,0.8366600265,0.6666666667,1.154700538,0.4150374993,0.09611851829
lcl|c217591_g3_i7|m.5274,T2,0.3333333333,0.5163977795,0.6666666667,1.154700538,1,0.2167003167
lcl|c240300_g3_i7|m.27054,T2,14,6.633249581,15.66666667,12.66227994,0.1622714289,0.1264952153
lcl|c243503_g5_i1|m.31038,T2,13.83333333,4.070217029,15.33333333,6.806859286,0.1485225247,0.203234556
lcl|c231052_g3_i3|m.15929,T2,11.66666667,4.131182236,13.33333333,5.859465277,0.1926450779,0.2553676506
lcl|c240175_g3_i1|m.26872,T2,0.8333333333,0.7527726527,0.6666666667,1.154700538,-0.3219280949,-0.09891800211
lcl|c223798_g3_i1|m.9397,T2,0.3333333333,0.8164965809,0.6666666667,1.154700538,1,0.1935393463
lcl|c229207_g3_i3|m.14046,T2,9.833333333,2.994439291,11,9.848857802,0.16175107,0.1149612891
lcl|c212113_g4_i11|m.2621,T2,1.666666667,0.8164965809,2,0,0.2630344058,0.26084743
lcl|c241874_g1_i7|m.29076,T2,4.666666667,3.829708431,5.333333333,2.516611478,0.1926450779,0.1782203123
lcl|c221967_g2_i3|m.8016,T2,2.666666667,1.032795559,3,1,0.1699250014,0.1903801351
lcl|c238200_g3_i4|m.24238,T2,1.5,1.048808848,2,1,0.4150374993,0.2840900976
lcl|c240852_g1_i3|m.27810,T2,4.666666667,1.032795559,5.333333333,1.527525232,0.1926450779,0.3178597147
lcl|c236343_g4_i7|m.22015,T2,1.666666667,1.366260102,2,2.645751311,0.2630344058,0.106847924
lcl|c216057_g3_i4|m.4374,T2,3.333333333,3.777124126,4,4,0.2630344058,0.1373643758
lcl|c214539_g3_i1|m.3522,T2,2.166666667,1.471960144,2.666666667,1.154700538,0.2995602819,0.2417617012
lcl|c222123_g3_i1|m.8109,T2,0.6666666667,0.8164965809,1.333333333,0.5773502692,1,0.475423807
lcl|c233774_g10_i4|m.19004,T2,0.6666666667,0.8164965809,1,1,0.5849625007,0.2054252763
lcl|c233088_g8_i4|m.18128,T2,0.6666666667,0.8164965809,1,1,0.5849625007,0.2054252763
lcl|c224201_g3_i8|m.9658,T2,53.66666667,10.81973506,61.66666667,20.20725942,0.2004645824,0.3858064586
lcl|c202641_g1_i1|m.1266,T2,8.5,2.880972058,9.666666667,1.527525232,0.1855556532,0.4100444336
lcl|c238048_g5_i2|m.24043,T2,1.333333333,1.505545305,2,1,0.5849625007,0.3328721833
lcl|c235722_g2_i1|m.21267,T2,1.666666667,0.8164965809,1.666666667,2.081665999,0,0
lcl|c223454_g1_i3|m.9139,T2,3.333333333,1.366260102,4,2,0.2630344058,0.2569330121
lcl|c227804_g2_i3|m.12774,T2,1.166666667,1.471960144,1.333333333,2.309401077,0.1926450779,0.05793027876
lcl|c207960_g1_i1|m.1712,T2,5.333333333,2.422120283,6.333333333,0.5773502692,0.2479275134,0.4394777039
lcl|c226607_g5_i2|m.11621,T2,3.5,1.378404875,4,1.732050808,0.1926450779,0.2083910513
lcl|c215676_g2_i1|m.4150,T2,1.666666667,1.032795559,2,1,0.2630344058,0.1903801351
lcl|c232684_g7_i2|m.17670,T2,1,0.894427191,1,1.732050808,0,0
lcl|c234620_g1_i3|m.20041,T2,1.833333333,1.169045194,2,2,0.1255308821,0.06620175998
lcl|c227721_g2_i2|m.12707,T2,8.833333333,2.483277404,10.33333333,1.527525232,0.2262758558,0.5551791612
lcl|c235587_g1_i3|m.21112,T2,3.166666667,1.169045194,3.333333333,3.511884584,0.07400058144,0.04351235806
lcl|c242487_g1_i2|m.29847,T2,2.333333333,1.505545305,3,1,0.3625700794,0.3328721833
lcl|c215957_g2_i1|m.4319,T2,17.33333333,6.282250128,20.33333333,12.22020185,0.2302976194,0.2357766192
lcl|c235399_g7_i4|m.20891,T2,9.166666667,3.311595789,10.66666667,7.637626158,0.2186402865,0.1861143534
lcl|c244249_g2_i1|m.31932,T2,6.833333333,2.714160398,8,4,0.2274104961,0.2520302788
lcl|c215455_g1_i1|m.4036,T2,6.666666667,1.632993162,7.666666667,4.932882862,0.2016338612,0.190349093
lcl|c221114_g2_i1|m.7405,T2,2.5,1.048808848,2.666666667,2.516611478,0.09310940439,0.05739981151
lcl|c205554_g2_i2|m.1468,T2,5.666666667,2.503331114,6.666666667,2.516611478,0.2344652536,0.2969569936
lcl|c244173_g1_i4|m.31852,T2,4,0.894427191,4.666666667,1.527525232,0.2223924213,0.328355926
lcl|c220695_g1_i1|m.7091,T2,1.666666667,0.5163977795,2,1,0.2630344058,0.2337932099
lcl|c242185_g2_i2|m.29491,T2,1.166666667,1.602081979,2,1,0.7776075787,0.4064236124
lcl|c226627_g2_i3|m.11631,T2,0.6666666667,0.8164965809,1,1,0.5849625007,0.2054252763
lcl|c234544_g3_i6|m.19962,T2,12.5,5.540758071,14.33333333,12.34233905,0.1974460642,0.1434153627
lcl|c228151_g1_i2|m.13084,T2,1.5,1.048808848,2,1,0.4150374993,0.2840900976
lcl|c240158_g2_i1|m.26858,T2,12.5,7.395944835,14.66666667,0.5773502692,0.2306129281,0.5571103267
lcl|c223205_g4_i1|m.8934,T2,1.833333333,1.602081979,2.666666667,1.527525232,0.5405683814,0.3541294057
lcl|c223499_g2_i8|m.9175,T2,1.166666667,1.329160136,1.333333333,2.309401077,0.1926450779,0.05895632767
lcl|c243086_g4_i2|m.30593,T2,62.66666667,15.76916823,72.66666667,25.89079631,0.2135954731,0.3774601807
lcl|c232274_g1_i4|m.17210,T2,6.833333333,1.471960144,8,7.810249676,0.2274104961,0.1458972683
lcl|c218214_g1_i2|m.5634,T2,2.333333333,2.160246899,3,2.645751311,0.3625700794,0.1981417778
lcl|c226917_g1_i2|m.11940,T2,1.166666667,0.7527726527,1.333333333,1.154700538,0.1926450779,0.09891800211
lcl|c235213_g4_i11|m.20710,T2,7.333333333,2.338090389,8.666666667,0.5773502692,0.2410080995,0.5957182904
lcl|c237098_g1_i2|m.22911,T2,7.166666667,2.714160398,8.333333333,0.5773502692,0.2175914351,0.4860413266
lcl|c230034_g1_i1|m.14877,T2,3.5,0.8366600265,4,2,0.1926450779,0.2099188131
lcl|c230102_g4_i1|m.14957,T2,21.66666667,2.422120283,25.66666667,11.93035345,0.2444187277,0.3297153539
lcl|c242373_g3_i2|m.29725,T2,12.5,5.049752469,15,2.645751311,0.2630344058,0.6045722933
lcl|c232692_g3_i1|m.17680,T2,0.1666666667,0.4082482905,0.6666666667,1.154700538,2,0.3410106586
lcl|c214032_g1_i4|m.3331,T2,61.5,15.18881167,72.66666667,14.15391583,0.2407073187,0.7351728198
lcl|c239543_g6_i2|m.25954,T2,10.33333333,3.444802849,12.33333333,5.859465277,0.2552570552,0.3115017707
lcl|c237550_g1_i1|m.23390,T2,7.833333333,4.400757511,9.333333333,2.886751346,0.2527660704,0.3623690742
lcl|c239700_g3_i2|m.26207,T2,7,2,8.333333333,7.571877794,0.251538767,0.1702513062
lcl|c229353_g1_i2|m.14200,T2,0.6666666667,1.211060142,1,1.732050808,0.5849625007,0.1431509292
lcl|c231694_g3_i2|m.16524,T2,1.333333333,0.5163977795,1.333333333,1.154700538,0,0
lcl|c226898_g4_i1|m.11913,T2,0.6666666667,0.5163977795,0.6666666667,1.154700538,0,0
lcl|c210478_g1_i4|m.2192,T2,3.833333333,2.316606714,4.666666667,2.516611478,0.283792966,0.2516423931
lcl|c218789_g1_i2|m.5965,T2,1.166666667,0.7527726527,1.666666667,1.154700538,0.5145731728,0.2967540063
lcl|c221238_g1_i4|m.7502,T2,4,1.788854382,4.666666667,2.081665999,0.2223924213,0.2370237654
lcl|c237891_g2_i2|m.23861,T2,1.166666667,0.7527726527,1.666666667,1.154700538,0.5145731728,0.2967540063
lcl|c208130_g1_i1|m.1735,T2,9.166666667,6.431692364,11,5.567764363,0.2630344058,0.2768154744
lcl|c234883_g2_i2|m.20378,T2,0.8333333333,0.9831920803,1.666666667,1.154700538,1,0.4587545391
lcl|c220977_g2_i3|m.7288,T2,0.1666666667,0.4082482905,1,1,2.584962501,0.6183031536
lcl|c233026_g1_i2|m.18055,T2,5.5,3.507135583,6.666666667,5.033222957,0.2775339755,0.2051283692
lcl|c228653_g2_i5|m.13498,T2,1.166666667,0.7527726527,1.666666667,0.5773502692,0.5145731728,0.3687172622
lcl|c229532_g3_i4|m.14360,T2,83.66666667,27.77528878,99.33333333,24.54248018,0.2476249665,0.6108041378
lcl|c212462_g1_i1|m.2727,T2,1,0.894427191,1.333333333,1.527525232,0.4150374993,0.164177963
lcl|c240483_g1_i3|m.27286,T2,0.8333333333,0.9831920803,1.333333333,1.527525232,0.6780719051,0.2411293322
lcl|c237792_g3_i2|m.23754,T2,0.1666666667,0.4082482905,0.6666666667,1.154700538,2,0.3410106586
lcl|c210338_g2_i1|m.2161,T2,0.6666666667,1.032795559,1,1.732050808,0.5849625007,0.1481029399
lcl|c205358_g1_i2|m.1452,T2,0.6666666667,1.211060142,1,1.732050808,0.5849625007,0.1431509292
lcl|c222957_g1_i4|m.8749,T2,3.666666667,3.829708431,4.333333333,5.131601439,0.2410080995,0.1143445816
lcl|c230792_g1_i1|m.15630,T2,3,3.687817783,3.666666667,5.507570547,0.2895066172,0.108564144
lcl|c232133_g1_i5|m.17039,T2,7.5,6.41092817,9,7,0.2630344058,0.1907744623
lcl|c217363_g1_i6|m.5152,T2,1.166666667,0.7527726527,1.333333333,1.527525232,0.1926450779,0.08506414835
lcl|c243591_g3_i1|m.31105,T2,4.5,3.728270376,5.333333333,5.033222957,0.2451124978,0.1455287769
lcl|c218580_g2_i1|m.5839,T2,3.833333333,3.600925807,4.333333333,4.041451884,0.1768777621,0.1030649974
lcl|c228380_g1_i2|m.13296,T2,2.166666667,0.7527726527,2.333333333,2.516611478,0.1069152039,0.05952806685
lcl|c238664_g1_i2|m.24781,T2,0.6666666667,0.5163977795,1.333333333,0.5773502692,1,0.5703781796
lcl|c230829_g2_i5|m.15683,T2,1.5,1.870828693,2.333333333,1.154700538,0.6374299206,0.3699143062
lcl|c236793_g3_i7|m.22527,T2,0.3333333333,0.5163977795,1,1,1.584962501,0.4675864197
lcl|c222451_g1_i1|m.8369,T2,3.5,2.167948339,4.333333333,2.516611478,0.3081222954,0.2551245284
lcl|c229025_g3_i1|m.13888,T2,2,1.095445115,2.333333333,2.081665999,0.2223924213,0.1305011468
lcl|c204885_g2_i1|m.1407,T2,1.666666667,2.422120283,2.666666667,1.527525232,0.6780719051,0.3732597524
lcl|c240578_g4_i1|m.27439,T2,3.666666667,3.265986324,4.333333333,3.785938897,0.2410080995,0.1459473998
lcl|c233761_g2_i1|m.18976,T2,0.5,0.5477225575,1,1,1,0.3454075763
lcl|c241251_g1_i1|m.28362,T2,5.166666667,1.834847859,6.333333333,0.5773502692,0.2937312031,0.5831125903
lcl|c222526_g1_i2|m.8408,T2,2.5,1.643167673,3.333333333,1.527525232,0.4150374993,0.3515308127
lcl|c226335_g2_i1|m.11421,T2,0.1666666667,0.4082482905,0.6666666667,1.154700538,2,0.3410106586
lcl|c233857_g2_i2|m.19091,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c222484_g2_i1|m.8393,T2,10.5,3.209361307,13,3.605551275,0.3081222954,0.567322071
lcl|c227533_g4_i2|m.12539,T2,1.166666667,0.9831920803,1,1.732050808,-0.2223924213,-0.07478742745
lcl|c224624_g2_i1|m.10023,T2,4.666666667,3.326659987,6,1,0.3625700794,0.4819631134
lcl|c243527_g1_i1|m.31049,T2,0.6666666667,0.5163977795,1.333333333,0.5773502692,1,0.5703781796
lcl|c233334_g2_i12|m.18425,T2,2.166666667,3.430257522,2.666666667,2.516611478,0.2995602819,0.1376525496
lcl|c238692_g2_i2|m.24838,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c213160_g2_i5|m.2982,T2,9.5,3.271085447,11.66666667,7.234178138,0.2963930028,0.2823740496
lcl|c243059_g4_i3|m.30568,T2,1.833333333,0.7527726527,2,2,0.1255308821,0.07103110637
lcl|c239272_g3_i1|m.25542,T2,0.5,0.5477225575,1,1,1,0.3454075763
lcl|c225845_g2_i3|m.10985,T2,0.1666666667,0.4082482905,0.6666666667,1.154700538,2,0.3410106586
lcl|c233739_g3_i1|m.18931,T2,4.333333333,3.881580434,5.333333333,4.618802154,0.2995602819,0.185387167
lcl|c236734_g2_i3|m.22454,T2,1.5,1.643167673,1.666666667,2.886751346,0.1520030934,0.04889358446
lcl|c220945_g4_i2|m.7256,T2,1.333333333,2.338090389,2,2,0.5849625007,0.2263312097
lcl|c221101_g1_i4|m.7399,T2,0.5,0.5477225575,1,1,1,0.3454075763
lcl|c209530_g1_i1|m.1990,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c231698_g2_i1|m.16532,T2,0.3333333333,0.5163977795,0.6666666667,1.154700538,1,0.2167003167
lcl|c233857_g2_i7|m.19100,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c244324_g2_i1|m.32048,T2,0.3333333333,0.5163977795,1,1,1.584962501,0.4675864197
lcl|c230039_g1_i2|m.14881,T2,0.5,0.5477225575,1,1,1,0.3454075763
lcl|c232843_g1_i4|m.17830,T2,31.33333333,6.531972647,39,12.16552506,0.3157758679,0.6040980235
lcl|c214397_g6_i4|m.3476,T2,8,3.346640106,10,2.645751311,0.3219280949,0.5404757937
lcl|c227881_g1_i1|m.12865,T2,1.666666667,1.366260102,2.333333333,0.5773502692,0.4854268272,0.3807439744
lcl|c184118_g1_i1|m.691,T2,0.6666666667,1.211060142,1,1.732050808,0.5849625007,0.1431509292
lcl|c210228_g8_i1|m.2145,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c226513_g6_i2|m.11548,T2,0.3333333333,0.5163977795,0.6666666667,1.154700538,1,0.2167003167
lcl|c222339_g3_i2|m.8253,T2,0.6666666667,0.5163977795,1,1,0.5849625007,0.2337932099
lcl|c226344_g7_i1|m.11422,T2,1.5,0.8366600265,1.333333333,2.309401077,-0.1699250014,-0.06296416273
lcl|c236035_g1_i2|m.21599,T2,31.33333333,15.26652111,39,16.09347694,0.3157758679,0.4505650642
lcl|c219495_g3_i10|m.6406,T2,2.666666667,1.861898673,3.333333333,4.932882862,0.3219280949,0.1258598221
lcl|c228056_g1_i3|m.13005,T2,3.333333333,2.658320272,4.666666667,1.527525232,0.4854268272,0.4820685071
lcl|c222028_g1_i5|m.8060,T2,1,0.894427191,1.666666667,0.5773502692,0.7369655942,0.4576324825
lcl|c237658_g3_i4|m.23566,T2,0.3333333333,0.5163977795,0.6666666667,1.154700538,1,0.2167003167
lcl|c212937_g3_i2|m.2900,T2,2.666666667,1.366260102,3.333333333,2.081665999,0.3219280949,0.2507993609
lcl|c241817_g1_i2|m.28964,T2,1.166666667,1.834847859,1.666666667,2.886751346,0.5145731728,0.1443193538
lcl|c229054_g2_i3|m.13919,T2,0,0,1,1,3.321928095,1
lcl|c229623_g1_i7|m.14454,T2,0.3333333333,0.5163977795,0.6666666667,1.154700538,1,0.2167003167
lcl|c236234_g4_i10|m.21877,T2,3.5,1.974841766,4.333333333,2.309401077,0.3081222954,0.2735106138
lcl|c232215_g4_i2|m.17149,T2,0.1666666667,0.4082482905,0.6666666667,1.154700538,2,0.3410106586
lcl|c233857_g2_i5|m.19099,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c237104_g1_i8|m.22918,T2,0.1666666667,0.4082482905,0.6666666667,1.154700538,2,0.3410106586
lcl|c223646_g1_i2|m.9273,T2,0.3333333333,0.5163977795,0.6666666667,1.154700538,1,0.2167003167
lcl|c233339_g2_i12|m.18429,T2,3,2.966479395,4,1,0.4150374993,0.379787521
lcl|c226505_g3_i2|m.11536,T2,3.166666667,1.940790217,4,2,0.3370349873,0.296832943
lcl|c229351_g6_i1|m.14197,T2,1.333333333,1.032795559,2,1,0.5849625007,0.3807602702
lcl|c216995_g9_i1|m.4890,T2,0.1666666667,0.4082482905,0.6666666667,1.154700538,2,0.3410106586
lcl|c234783_g2_i5|m.20249,T2,8.833333333,4.792355023,11.33333333,13.79613472,0.3595423867,0.1768129265
lcl|c211604_g1_i1|m.2470,T2,3.333333333,3.011090611,4.333333333,2.081665999,0.3785116233,0.3107521616
lcl|c236923_g1_i10|m.22692,T2,0.6666666667,0.5163977795,1,1,0.5849625007,0.2337932099
lcl|c234149_g3_i1|m.19536,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c219704_g3_i2|m.6534,T2,0.5,0.5477225575,0.6666666667,1.154700538,0.4150374993,0.1069436
lcl|c240297_g1_i2|m.27045,T2,45.83333333,20.66317175,58,26.45751311,0.3396556874,0.4468552792
lcl|c217887_g8_i2|m.5422,T2,2.833333333,1.940790217,3.666666667,1.154700538,0.3719687774,0.3649179179
lcl|c236885_g1_i7|m.22665,T2,0.1666666667,0.4082482905,0.6666666667,1.154700538,2,0.3410106586
lcl|c210579_g1_i2|m.2209,T2,1,0,1,1,0,0
